IslandID,Island,Archipelago,#sp,Extant,Extirpated,Country/ Territory ,Area (sq. km),Income Group (GDP per Cap.),Human Presence,Habitation,Invasive Vertebrate Presence,Latitudinal Zone,Biogeographic Realm,Biome,Marine Realm,Marine Province,Marine Ecoregion
10,New Guinea,Papua New Guinea/Indonesia,24,24,,ID,773848.337,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Sahul Shelf,Arafura Sea
20,Borneo,Borneo Islands,44,44,,ID,732465.697,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Palawan/North Borneo
50,Sumatra,Sumatra Islands,32,32,,ID,429531.191,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Sunda Shelf,Malacca Strait
100,Sulawesi,Sulawesi Islands,20,20,,ID,168889.726,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Banda Sea
120,Java,Java Islands,26,25,1,ID,126825.774,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Java Transitional,Southern Java
160,Luzon,Luzon Group,12,12,,PH,104970.426,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Eastern Philippines
180,Mindanao,Mindanao Group,7,7,,PH,94043.973,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Eastern Philippines
370,Hainan,Hainan Province,19,19,,CN,33976.251,Upper middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,South China Sea,Gulf of Tonkin
410,Timor,Lesser Sunda Islands,5,5,,ID,28519.977,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Dry Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Lesser Sunda
470,Halmahera,Malaku Islands,2,2,,ID,17955.923,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Halmahera
480,Seram,Malaku Islands,6,6,,ID,17293.324,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Banda Sea
490,New Caledonia (Grand Terre),New Caledonia Islands,43,43,,NC,16199.931,High income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Dry Broadleaf Forests,Central Indo-Pacific,Tropical Southwestern Pacific,New Caledonia
520,Sumbawa,Lesser Sunda Islands,3,3,,ID,14375.608,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Dry Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Lesser Sunda
550,Flores,Lesser Sunda Islands,10,10,,ID,13986.348,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Dry Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Lesser Sunda
570,Negros,Visayas,20,19,1,PH,12767.278,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Eastern Philippines
580,Samar,Visayas (Eastern),4,4,,PH,12455.772,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Eastern Philippines
600,Bangka,Bangka-Belitung Islands,2,2,,ID,11743.334,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Sunda Shelf,Sunda Shelf/Java Sea
610,Palawan,Palawan Group,4,4,,PH,11450.317,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Palawan/North Borneo
620,Panay,Visayas,14,14,,PH,11567.374,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Eastern Philippines
670,Sumba,Lesser Sunda Islands,1,1,,ID,10886.678,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Dry Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Lesser Sunda
680,Viti Levu,Fiji (Viti Levu Group),8,6,2,FJ,10543.686,Upper middle income,Yes,> 10000,Present,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Southwestern Pacific,Fiji Islands
710,Mindoro,Mindoro faunal region,11,11,,PH,9812.616,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Eastern Philippines
780,Bougainville,Papua New Guinea (Bougainville Islands),5,5,,PG,8716.317,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Eastern Coral Triangle,Solomon Archipelago
820,Buru,Maluku Islands,3,3,,ID,8475.768,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Banda Sea
870,Aru,Aru Islands,2,2,,ID,5099.632,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Sahul Shelf,Arafura Sea
880,New-Ireland,Papua New Guinea (Bismarck Islands),1,1,,PG,7012.639,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Eastern Coral Triangle,Bismarck Sea
890,Leyte,Visayas (Eastern),3,3,,PH,6996.207,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Eastern Philippines
980,Vanua Levu,Fiji (Vanua Levu Group),6,4,2,FJ,5582.293,Upper middle income,Yes,> 10000,Present,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Southwestern Pacific,Fiji Islands
1000,Bali,Lesser Sunda Islands,5,4,1,ID,5360.012,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Lesser Sunda
1010,Guadalcanal,Solomon Islands,6,6,,SB,5382.440,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Eastern Coral Triangle,Solomon Archipelago
1130,Lombok,Lesser Sunda Islands,2,2,,ID,4533.883,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Dry Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Lesser Sunda
1140,Belitung,Bangka-Belitung Islands,2,2,,ID,4619.712,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Sunda Shelf,Sunda Shelf/Java Sea
1150,Buton (Butung),Sulawesi Islands,4,4,,ID,4339.674,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Banda Sea
1170,Madura,Greater Sunda Islands,3,2,1,ID,4459.052,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Sunda Shelf,Sunda Shelf/Java Sea
1190,Cebu,Visayas (Central),9,6,3,PH,4409.102,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Eastern Philippines
1270,Espiritu Santo,Vanuatu,1,1,,VU,3939.603,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Southwestern Pacific,Vanuatu
1320,Santa Isabel (Ysabel),Solomon Islands,2,2,,SB,3851.206,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Eastern Coral Triangle,Solomon Archipelago
1340,Bohol,Visayas (Central),3,2,1,PH,3765.275,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Eastern Philippines
1410,San Cristobal(Makira),Solomon Islands,2,2,,SB,3047.836,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Eastern Coral Triangle,Solomon Archipelago
1440,Masbate,Bicol Region,5,4,1,PH,3222.511,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Eastern Philippines
1480,Choiseul,Solomon Islands,4,4,,SB,3141.353,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Eastern Coral Triangle,Solomon Archipelago
1630,Biak-Supiori,Papua (Geelvink Islands),4,4,,ID,2542.447,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Papua
1640,Obi,Maluku Islands,1,1,,ID,2448.960,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Banda Sea
1690,Peleng,Sulawesi Islands (Banggai Islands),2,2,,ID,2336.906,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Banda Sea
1840,New Georgia,Solomon Islands,1,1,,SB,2089.543,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Eastern Coral Triangle,Solomon Archipelago
1940,Manus,Papua New Guinea (Admiralty group),2,2,,PG,1920.959,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Eastern Coral Triangle,Bismarck Sea
1980,Bacan,North Moluccas (Spice) Islands,3,3,,ID,1789.487,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Halmahera
2430,Fergusson,Papua New Guinea (D'Entrecasteaux Group),2,2,,PG,1327.171,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Eastern Coral Triangle,Solomon Sea
2540,Basilan,Palawan Group,1,1,,PH,1239.798,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Eastern Philippines
2550,Roti,Nusa Tenggara (East),2,2,,ID,1225.196,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Dry Broadleaf Forests,Central Indo-Pacific,Northwest Australian Shelf,Exmouth to Broome
2630,Okinawajima,Ryukyu Islands (Okinawa group),18,18,,JP,1202.043,High income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,South Kuroshio,South Kuroshio
2660,Lifou,New Caledonia Islands,1,1,,NC,1137.154,High income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Southwestern Pacific,New Caledonia
2940,Busuanga,Calamian Islands,4,4,,PH,947.687,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Palawan/North Borneo
3110,Normanby,Papua New Guinea (D'Entrecasteaux Group),1,1,,PG,895.343,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Eastern Coral Triangle,Solomon Sea
3130,Efate,Vanuatu,1,1,,VU,895.041,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Southwestern Pacific,Vanuatu
3280,Jolo,Sulu Archipelago,5,5,,PH,842.764,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Palawan/North Borneo
3460,Dinagat,Mindanao Group,4,4,,PH,785.566,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Eastern Philippines
3470,Ambon,Malaku Islands,3,3,,ID,772.075,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Banda Sea
3630,Goodenough,Papua New Guinea (D'Entrecasteaux Group),2,2,,PG,714.496,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Eastern Coral Triangle,Solomon Sea
3730,Tablas,Romblon Group,4,4,,PH,674.586,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Eastern Philippines
3850,Pollilo,Luzon Group,3,3,,PH,653.298,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Eastern Philippines
3970,Tawi-Tawi,Sulu Archipelago,10,10,,PH,627.231,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Mangroves,Central Indo-Pacific,Western Coral Triangle,Palawan/North Borneo
4100,Buka,Papua New Guinea (Bougainville Islands),3,3,,PG,604.266,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Eastern Coral Triangle,Solomon Archipelago
4250,Sanana,Malaku Islands,1,1,,ID,527.162,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Banda Sea
4300,Phu Quoc,SE Vietnam,1,1,,KH,559.701,Low income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Sunda Shelf,Gulf of Thailand
4360,Sangihe (Sangir),Sulawesi Islands (Sangihe Islands),6,6,,ID,549.218,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Sulawesi Sea/Makassar Strait
4370,Guam,Mariana Islands,10,2,8,GU,543.291,High income,Yes,> 10000,Present,Tropical,Oceania,Tropical and Subtropical Dry Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,Mariana Islands
4420,Singapore,Singapore Islands,2,2,,SG,628.726,High income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Sunda Shelf,Malacca Strait
5010,Sibuyan,Romblon Group,2,2,,PH,451.809,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Eastern Philippines
5080,Kadavu,Fiji (Kadavu Group),4,4,,FJ,437.702,Upper middle income,Yes,> 10000,Present,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Southwestern Pacific,Fiji Islands
5300,Siargao,Mindanao Group,2,2,,PH,471.061,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Eastern Philippines
5610,Culion,Calamian Islands,1,1,,PH,388.413,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Palawan/North Borneo
6150,Pohnpei,Caroline Islands (Pohnpei),5,5,,FM,289.205,Lower middle income,Yes,> 10000,Present,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
6340,Dumaran,Palawan Group,3,3,,PH,328.504,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Palawan/North Borneo
6400,Ticao,Bicol Region,3,2,1,PH,327.159,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Eastern Philippines
6450,Siquijor,Visayas (Central),3,1,2,PH,320.091,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Eastern Philippines
7170,Kiriwina,Papua New Guinea (Trobriand Islands),1,1,,PG,277.858,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Eastern Coral Triangle,Solomon Sea
7360,Tonga (Tongatabu),Tonga,2,2,,TO,262.964,Upper middle income,Yes,> 10000,Present,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Southwestern Pacific,Tonga Islands
7760,Camiguin,Northern Mindanao Region,1,1,,PH,244.195,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Eastern Philippines
8790,Bawean,Greater Sunda Islands,2,2,,ID,196.483,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Sunda Shelf,Sunda Shelf/Java Sea
9020,Calayan,Babuyan Islands,2,2,,PH,192.398,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Eastern Philippines
10110,Cat Ba,NE Vietnam,2,2,,VN,151.769,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,South China Sea,Gulf of Tonkin
10950,Lantau,Hong Kong Islands,7,7,,CN,148.866,Upper middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,South China Sea,Southern China
11940,Bucas Grande,Mindanao Group,1,1,,PH,125.875,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Eastern Philippines
12350,Saipan,Mariana Islands,9,8,1,MP,119.630,High income,Yes,> 10000,Present,Tropical,Oceania,Tropical and Subtropical Dry Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,Mariana Islands
12570,Siau,Sulawesi Islands (Sangihe Islands),2,2,,ID,115.963,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Halmahera
13020,Vava'u,Tonga (Vavau Group),1,1,,TO,99.735,Upper middle income,Yes,> 10000,Present,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Southwestern Pacific,Tonga Islands
13630,Ternate,Malaku Islands,1,1,,ID,100.172,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Halmahera
13700,Sibutu,Sulu Archipelago,2,2,,PH,110.426,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Mangroves,Central Indo-Pacific,Western Coral Triangle,Palawan/North Borneo
14200,Salebabu,Sulawesi Islands (Talaud Islands),4,4,,ID,88.981,Lower middle income,Yes,> 10000,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Halmahera
15770,Romblon,Romblon Group,2,2,,PH,82.329,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Eastern Philippines
16510,Hong Kong,Hong Kong Islands,9,9,,CN,78.759,Upper middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,South China Sea,Southern China
16890,Saisi,Sulu Archipelago,2,2,,PH,76.958,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Palawan/North Borneo
45120,Oreor (Koror),Palau,2,2,,PW,8.684,Upper middle income,Yes,> 10000,Present,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,West Caroline Islands
53590,Boracay,Visayas,1,1,,PH,10.231,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Eastern Philippines
700,Hawai'i,Hawaiian Islands,8,7,1,US,10431.088,High income,Yes,> 10000,Present,Tropical,Oceania,Tropical and Subtropical Dry Broadleaf Forests,Eastern Indo-Pacific,Hawaii,Hawaii
1950,Maui,Hawaiian Islands,9,7,2,US,1884.181,High income,Yes,> 10000,Present,Tropical,Oceania,Tropical and Subtropical Dry Broadleaf Forests,Eastern Indo-Pacific,Hawaii,Hawaii
2070,Savaii,Samoa (Western),5,5,,WS,1703.463,Lower middle income,Yes,> 10000,Present,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Eastern Indo-Pacific,Central Polynesia,Samoa Islands
2210,Oahu,Hawaiian Islands,8,6,2,US,1593.237,High income,Yes,> 10000,Present,Tropical,Oceania,Tropical and Subtropical Dry Broadleaf Forests,Eastern Indo-Pacific,Hawaii,Hawaii
2360,Kaua'i,Hawaiian Islands,9,7,2,US,1439.295,High income,Yes,> 10000,Present,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Eastern Indo-Pacific,Hawaii,Hawaii
2680,Upolu,Samoa (Western),5,5,,WS,1125.862,Lower middle income,Yes,> 10000,Present,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Eastern Indo-Pacific,Central Polynesia,Samoa Islands
2810,Tahiti,Society Islands,5,2,3,PF,1045.285,High income,Yes,> 10000,Present,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Eastern Indo-Pacific,Southeast Polynesia,Society Islands
11250,Tutuila,Samoa (American),1,1,,AS,135.900,Upper middle income,Yes,> 10000,Present,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Eastern Indo-Pacific,Central Polynesia,Samoa Islands
2900,Santa Cruz,Galapagos Islands,2,2,,EC,995.034,Upper middle income,Yes,> 10000,Present,Tropical,Neotropic,Deserts and Xeric Shrublands,Tropical Eastern Pacific,Galapagos,Eastern Galapagos Islands
30,Madagascar,Madagascar Islands,156,156,,MG,587060.960,Low income,Yes,> 10000,Present,Tropical,Afrotropic,Montane Grasslands and Shrublands,Western Indo-Pacific,Western Indian Ocean,Southeast Madagascar
240,Sri Lanka,Sri Lanka Islands,76,76,,LK,65721.009,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Dry Broadleaf Forests,Western Indo-Pacific,West and South Indian Shelf,South India and Sri Lanka
1260,Nias,Nias Archipelago,1,1,,ID,4121.389,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Western Indo-Pacific,Andaman,Western Sumatra
1300,Siberut,Mentawai Islands,11,11,,ID,3822.231,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Western Indo-Pacific,Andaman,Western Sumatra
1360,Socotra,Socotra Archipelago,2,2,,YE,3594.764,Lower middle income,Yes,> 10000,Present,Tropical,Afrotropic,Deserts and Xeric Shrublands,Western Indo-Pacific,Red Sea and Gulf of Aden,Gulf of Aden
1650,Reunion,Mascarene Islands,4,4,,RE,2504.412,High income,Yes,> 10000,Present,Tropical,Afrotropic,Tropical and Subtropical Moist Broadleaf Forests,Western Indo-Pacific,Western Indian Ocean,Mascarene Islands
1970,Mauritius,Mascarene Islands,8,6,2,MU,1862.631,Upper middle income,Yes,> 10000,Present,Tropical,Afrotropic,Tropical and Subtropical Moist Broadleaf Forests,Western Indo-Pacific,Western Indian Ocean,Mascarene Islands
2200,Unguja,Zanzibar Islands,5,5,,TZ,1561.211,Low income,Yes,> 10000,Present,Tropical,Afrotropic,Mangroves,Western Indo-Pacific,Western Indian Ocean,East African Coral Coast
2440,North Andaman,Andaman Islands,2,2,,IN,1324.472,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Western Indo-Pacific,Andaman,Andaman and Nicobar Islands
2490,South Andaman,Andaman Islands,3,3,,IN,1257.365,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Western Indo-Pacific,Andaman,Andaman and Nicobar Islands
2840,Grande Comoro,Comoro Islands,4,4,,KM,1015.007,Low income,Yes,> 10000,Present,Tropical,Afrotropic,Tropical and Subtropical Moist Broadleaf Forests,Western Indo-Pacific,Western Indian Ocean,East African Coral Coast
2920,Pemba,Zanzibar Islands,3,3,,TZ,961.811,Low income,Yes,> 10000,Present,Tropical,Afrotropic,Tropical and Subtropical Moist Broadleaf Forests,Western Indo-Pacific,Western Indian Ocean,East African Coral Coast
3790,Masira,Masira Islands,1,1,,OM,651.440,High income,Yes,> 10000,Present,Tropical,Palearctic,Deserts and Xeric Shrublands,Western Indo-Pacific,Somali/Arabian,Western Arabian Sea
4040,Sipura,Mentawai Islands,12,12,,ID,595.279,Lower middle income,Yes,> 10000,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Western Indo-Pacific,Andaman,Western Sumatra
5130,Mafia,Zanzibar Islands,1,1,,TZ,415.705,Low income,Yes,> 10000,Present,Tropical,Afrotropic,Tropical and Subtropical Moist Broadleaf Forests,Western Indo-Pacific,Western Indian Ocean,East African Coral Coast
5220,Anjouan,Comoro Islands,3,3,,KM,426.600,Low income,Yes,> 10000,Present,Tropical,Afrotropic,Tropical and Subtropical Moist Broadleaf Forests,Western Indo-Pacific,Western Indian Ocean,Western and Northern Madagascar
5890,Mayotte,Mozambique Channel,4,4,,YT,363.423,High income,Yes,> 10000,Present,Tropical,Afrotropic,Tropical and Subtropical Moist Broadleaf Forests,Western Indo-Pacific,Western Indian Ocean,Western and Northern Madagascar
